fecha,tipo_incidente_c4,incidente_c4,alcaldia_inicio,clas_con_f_alarma,tipo_entrada,mes,anio,linea,estacion,tipo_pago,afluencia,servicio
2/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,37209,cablebus
2/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,52339,cablebus
2/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,33935,trolebus
2/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,14223,trolebus
2/1/2023,Accidente,Choque sin lesionados,COYOACAN,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,37209,cablebus
2/1/2023,Accidente,Choque sin lesionados,COYOACAN,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,52339,cablebus
2/1/2023,Accidente,Choque sin lesionados,COYOACAN,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,33935,trolebus
2/1/2023,Accidente,Choque sin lesionados,COYOACAN,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,14223,trolebus
2/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,37209,cablebus
2/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,52339,cablebus
2/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,33935,trolebus
2/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,14223,trolebus
2/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,37209,cablebus
2/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,52339,cablebus
2/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,33935,trolebus
2/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,14223,trolebus
3/1/2023,Accidente,Choque sin lesionados,ALVARO OBREGON,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,41122,cablebus
3/1/2023,Accidente,Choque sin lesionados,ALVARO OBREGON,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,56949,cablebus
3/1/2023,Accidente,Choque sin lesionados,ALVARO OBREGON,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,37013,trolebus
3/1/2023,Accidente,Choque sin lesionados,ALVARO OBREGON,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,16618,trolebus
3/1/2023,Accidente,Choque sin lesionados,XOCHIMILCO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,41122,cablebus
3/1/2023,Accidente,Choque sin lesionados,XOCHIMILCO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,56949,cablebus
3/1/2023,Accidente,Choque sin lesionados,XOCHIMILCO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,37013,trolebus
3/1/2023,Accidente,Choque sin lesionados,XOCHIMILCO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,16618,trolebus
3/1/2023,Accidente,Choque sin lesionados,COYOACAN,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,41122,cablebus
3/1/2023,Accidente,Choque sin lesionados,COYOACAN,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,56949,cablebus
3/1/2023,Accidente,Choque sin lesionados,COYOACAN,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,37013,trolebus
3/1/2023,Accidente,Choque sin lesionados,COYOACAN,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,16618,trolebus
3/1/2023,Accidente,Choque sin lesionados,CUAUHTEMOC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,41122,cablebus
3/1/2023,Accidente,Choque sin lesionados,CUAUHTEMOC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,56949,cablebus
3/1/2023,Accidente,Choque sin lesionados,CUAUHTEMOC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,37013,trolebus
3/1/2023,Accidente,Choque sin lesionados,CUAUHTEMOC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,16618,trolebus
4/1/2023,Accidente,Choque sin lesionados,COYOACAN,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,46050,cablebus
4/1/2023,Accidente,Choque sin lesionados,COYOACAN,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,61249,cablebus
4/1/2023,Accidente,Choque sin lesionados,COYOACAN,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,38434,trolebus
4/1/2023,Accidente,Choque sin lesionados,COYOACAN,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,17430,trolebus
4/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,46050,cablebus
4/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,61249,cablebus
4/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,38434,trolebus
4/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,17430,trolebus
4/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,46050,cablebus
4/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,61249,cablebus
4/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,38434,trolebus
4/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,17430,trolebus
4/1/2023,Accidente,Choque sin lesionados,GUSTAVO A. MADERO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,46050,cablebus
4/1/2023,Accidente,Choque sin lesionados,GUSTAVO A. MADERO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,61249,cablebus
4/1/2023,Accidente,Choque sin lesionados,GUSTAVO A. MADERO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,38434,trolebus
4/1/2023,Accidente,Choque sin lesionados,GUSTAVO A. MADERO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,17430,trolebus
5/1/2023,Accidente,Choque con lesionados,BENITO JUAREZ,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,50875,cablebus
5/1/2023,Accidente,Choque con lesionados,BENITO JUAREZ,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,64050,cablebus
5/1/2023,Accidente,Choque con lesionados,BENITO JUAREZ,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,38881,trolebus
5/1/2023,Accidente,Choque con lesionados,BENITO JUAREZ,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,17544,trolebus
5/1/2023,Accidente,Choque sin lesionados,CUAUHTEMOC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,50875,cablebus
5/1/2023,Accidente,Choque sin lesionados,CUAUHTEMOC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,64050,cablebus
5/1/2023,Accidente,Choque sin lesionados,CUAUHTEMOC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,38881,trolebus
5/1/2023,Accidente,Choque sin lesionados,CUAUHTEMOC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,17544,trolebus
5/1/2023,Accidente,Choque con lesionados,IZTAPALAPA,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,50875,cablebus
5/1/2023,Accidente,Choque con lesionados,IZTAPALAPA,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,64050,cablebus
5/1/2023,Accidente,Choque con lesionados,IZTAPALAPA,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,38881,trolebus
5/1/2023,Accidente,Choque con lesionados,IZTAPALAPA,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,17544,trolebus
5/1/2023,Accidente,Choque con lesionados,CUAUHTEMOC,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,50875,cablebus
5/1/2023,Accidente,Choque con lesionados,CUAUHTEMOC,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,64050,cablebus
5/1/2023,Accidente,Choque con lesionados,CUAUHTEMOC,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,38881,trolebus
5/1/2023,Accidente,Choque con lesionados,CUAUHTEMOC,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,17544,trolebus
6/1/2023,Accidente,Choque con lesionados,BENITO JUAREZ,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,42239,cablebus
6/1/2023,Accidente,Choque con lesionados,BENITO JUAREZ,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,55960,cablebus
6/1/2023,Accidente,Choque con lesionados,BENITO JUAREZ,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,35259,trolebus
6/1/2023,Accidente,Choque con lesionados,BENITO JUAREZ,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,16888,trolebus
6/1/2023,Accidente,Choque con lesionados,GUSTAVO A. MADERO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,42239,cablebus
6/1/2023,Accidente,Choque con lesionados,GUSTAVO A. MADERO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,55960,cablebus
6/1/2023,Accidente,Choque con lesionados,GUSTAVO A. MADERO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,35259,trolebus
6/1/2023,Accidente,Choque con lesionados,GUSTAVO A. MADERO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,16888,trolebus
6/1/2023,Accidente,Choque con lesionados,MIGUEL HIDALGO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,42239,cablebus
6/1/2023,Accidente,Choque con lesionados,MIGUEL HIDALGO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,55960,cablebus
6/1/2023,Accidente,Choque con lesionados,MIGUEL HIDALGO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,35259,trolebus
6/1/2023,Accidente,Choque con lesionados,MIGUEL HIDALGO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,16888,trolebus
6/1/2023,Accidente,Choque con lesionados,AZCAPOTZALCO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,42239,cablebus
6/1/2023,Accidente,Choque con lesionados,AZCAPOTZALCO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,55960,cablebus
6/1/2023,Accidente,Choque con lesionados,AZCAPOTZALCO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,35259,trolebus
6/1/2023,Accidente,Choque con lesionados,AZCAPOTZALCO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,16888,trolebus
7/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,35592,cablebus
7/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,55727,cablebus
7/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,35217,trolebus
7/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,14485,trolebus
7/1/2023,Accidente,Choque sin lesionados,GUSTAVO A. MADERO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,35592,cablebus
7/1/2023,Accidente,Choque sin lesionados,GUSTAVO A. MADERO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,55727,cablebus
7/1/2023,Accidente,Choque sin lesionados,GUSTAVO A. MADERO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,35217,trolebus
7/1/2023,Accidente,Choque sin lesionados,GUSTAVO A. MADERO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,14485,trolebus
7/1/2023,Accidente,Choque sin lesionados,ALVARO OBREGON,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,35592,cablebus
7/1/2023,Accidente,Choque sin lesionados,ALVARO OBREGON,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,55727,cablebus
7/1/2023,Accidente,Choque sin lesionados,ALVARO OBREGON,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,35217,trolebus
7/1/2023,Accidente,Choque sin lesionados,ALVARO OBREGON,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,14485,trolebus
7/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,35592,cablebus
7/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,55727,cablebus
7/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,35217,trolebus
7/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,14485,trolebus
8/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,26855,cablebus
8/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,41706,cablebus
8/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,28881,trolebus
8/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,10743,trolebus
8/1/2023,Accidente,Choque con lesionados,VENUSTIANO CARRANZA,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,26855,cablebus
8/1/2023,Accidente,Choque con lesionados,VENUSTIANO CARRANZA,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,41706,cablebus
8/1/2023,Accidente,Choque con lesionados,VENUSTIANO CARRANZA,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,28881,trolebus
8/1/2023,Accidente,Choque con lesionados,VENUSTIANO CARRANZA,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,10743,trolebus
8/1/2023,Accidente,Choque sin lesionados,MIGUEL HIDALGO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,26855,cablebus
8/1/2023,Accidente,Choque sin lesionados,MIGUEL HIDALGO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,41706,cablebus
8/1/2023,Accidente,Choque sin lesionados,MIGUEL HIDALGO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,28881,trolebus
8/1/2023,Accidente,Choque sin lesionados,MIGUEL HIDALGO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,10743,trolebus
8/1/2023,Accidente,Choque con lesionados,AZCAPOTZALCO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,26855,cablebus
8/1/2023,Accidente,Choque con lesionados,AZCAPOTZALCO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,41706,cablebus
8/1/2023,Accidente,Choque con lesionados,AZCAPOTZALCO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,28881,trolebus
8/1/2023,Accidente,Choque con lesionados,AZCAPOTZALCO,URGENCIAS MEDICAS,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,10743,trolebus
9/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,42473,cablebus
9/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,58681,cablebus
9/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,38400,trolebus
9/1/2023,Accidente,Choque sin lesionados,IZTAPALAPA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,18195,trolebus
9/1/2023,Accidente,Choque sin lesionados,GUSTAVO A. MADERO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,42473,cablebus
9/1/2023,Accidente,Choque sin lesionados,GUSTAVO A. MADERO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,58681,cablebus
9/1/2023,Accidente,Choque sin lesionados,GUSTAVO A. MADERO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,38400,trolebus
9/1/2023,Accidente,Choque sin lesionados,GUSTAVO A. MADERO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,18195,trolebus
9/1/2023,Accidente,Choque sin lesionados,CUAUHTEMOC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,42473,cablebus
9/1/2023,Accidente,Choque sin lesionados,CUAUHTEMOC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,58681,cablebus
9/1/2023,Accidente,Choque sin lesionados,CUAUHTEMOC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,38400,trolebus
9/1/2023,Accidente,Choque sin lesionados,CUAUHTEMOC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,18195,trolebus
9/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,42473,cablebus
9/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,58681,cablebus
9/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,38400,trolebus
9/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,18195,trolebus
10/1/2023,Accidente,Choque sin lesionados,MIGUEL HIDALGO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,43208,cablebus
10/1/2023,Accidente,Choque sin lesionados,MIGUEL HIDALGO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,57858,cablebus
10/1/2023,Accidente,Choque sin lesionados,MIGUEL HIDALGO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,34101,trolebus
10/1/2023,Accidente,Choque sin lesionados,MIGUEL HIDALGO,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,15876,trolebus
10/1/2023,Accidente,Choque sin lesionados,TLAHUAC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,43208,cablebus
10/1/2023,Accidente,Choque sin lesionados,TLAHUAC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,57858,cablebus
10/1/2023,Accidente,Choque sin lesionados,TLAHUAC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,34101,trolebus
10/1/2023,Accidente,Choque sin lesionados,TLAHUAC,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,15876,trolebus
10/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,43208,cablebus
10/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 2,0,Prepago,57858,cablebus
10/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Boleto,34101,trolebus
10/1/2023,Accidente,Choque sin lesionados,BENITO JUAREZ,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,15876,trolebus
10/1/2023,Accidente,Choque sin lesionados,VENUSTIANO CARRANZA,EMERGENCIA,LLAMADA DEL 911,Enero,2023,LÃ­nea 1,0,Prepago,43208,cablebus
